TEAM,TEAM_KP,CONFERENCE,CONF_TYPE,WIN,LOSS,SEED,PTS/GM,AVG MARGIN,FGM/GM,FGA/GM,OFF EFF,DEF EFF,eFG%,TS%,3PT%,2PT%,FT%,3PTM/GM,3PTA/GM,OFF REB/GM,DEF REB/GM,TTL REB/GM,OFF REB%,DEF REB%,TTL REB%,BLKS/GM,STL/GM,AST/GM,TO/GM,AST/TO%,WIN% ALL GM,WIN% CLOSE GM,POSS/GM,PF/GM,OPP PTS/GM,OPP AVG MARGIN,OPP FG%,OPP eFG%,OPP 3PT%,OPP 2PT%,OPP FT%,OPP TS%,OPP AST/GM,OPP TO/GM,OPP AST/TO%,NET AST/TOV RATIO,STOCKS/GM,STOCKS-TOV/GM,NET RANK,KenPom RANK,KenPom EM,KenPom AdjO,KenPom AdjD,KenPom AdjT,KenPom Luck,KenPom SOS EM,KenPom SOS OppO,KenPom SOS OppD,KenPom NCSOS Adj EM
Gonzaga,Gonzaga,WCC,MM,28,5,3,86.5,12.6,32,61.3,1.18,1.008,58.5,121.3,38.4,58.9,70.2,7.7,20.1,8.9,24.3,36.3,29.5,76.6,53.2,3.3,7.3,16.3,10.5,1.548,0.844,0.714,73.3,16.8,73.9,-12.6,44.8,51.7,35,51.2,73.5,109.2,12.2,13.5,0.905,0.64,10.6,0.1,6,8,24.31,124,99.7,70.1,0.047,7.49,110.2,102.7,8.31
S Dakota St,South Dakota St.,Sum,MM,19,13,0,70.5,0.3,25.2,56,1.013,1.01,51.7,111,35.1,51.2,79.5,7.5,21.4,5.6,23.7,32.1,18.9,76,48.5,2.9,5.3,10.5,11.7,0.903,0.581,0.8,69.6,14.4,70.2,-0.3,44.2,50.9,33.2,51.7,76.1,107.6,12.7,11.8,1.082,-0.18,8.2,-3.5,155,166,0.18,105.2,105,66.6,0.066,-1.74,105.1,106.8,8.66
Arizona,Arizona,P12,P5,28,6,2,82.7,11.2,29.4,59.3,1.111,0.961,56.8,118.9,38.2,56.6,70.9,8.6,22.5,8.8,27.3,39.4,29,75.7,54.3,3.2,6.1,19.2,13.4,1.433,0.824,0.833,74.4,17,71.5,-11.2,40.8,47.2,32.8,45.9,71.4,100.5,12.8,12.4,1.033,0.40,9.3,-4.1,10,10,22.86,120,97.1,72.3,0.041,8.83,107.9,99.1,3.47
Iowa,Iowa,B10,P5,19,13,8,80.2,5.8,28.5,62.8,1.118,1.037,51.9,110.7,34.4,52.1,73.9,8.1,23.5,10.4,23.2,36.3,30.3,74.1,51.2,3.4,6.6,16.6,9.9,1.672,0.594,0.375,71.8,14.7,74.4,-5.8,47.4,53.3,36.6,52.6,74.4,111.6,14.5,13,1.113,0.56,10.0,0.1,39,37,15.6,120.5,104.9,69.5,-0.042,9.61,108.9,99.3,-2.09
Oral Roberts,Oral Roberts,Sum,MM,30,4,12,82.5,12.5,29.9,62.7,1.143,0.969,56.1,117.7,37,56.6,78.4,10.6,28.7,7.2,26.1,36,22.6,75,49.7,5.1,6.8,14.3,9.3,1.536,0.867,1,72.2,13.7,69.9,-12.5,41.6,48.5,34.2,46.6,71.9,102.1,11.9,12.4,0.962,0.57,11.9,2.6,36,56,13.25,115.3,102,70.5,0.103,-3.96,104.2,108.1,8.1
Duke,Duke,ACC,P5,26,8,5,72.5,8.6,26,57.6,1.078,0.95,51.1,109.8,33.6,51.4,77,6.9,20.4,10.9,24.9,38.7,35.3,76.4,55.9,4.5,5.7,14.8,12,1.23,0.765,0.778,67.3,15.1,63.9,-8.6,41,46.4,30.6,46.7,76.5,99.8,11.1,11,1.008,0.22,10.2,-1.8,16,21,18.49,113.2,94.8,65.3,0.059,6.78,109.8,103,2.07
Alabama,Alabama,SEC,MM,29,5,1,82.2,13.5,27.8,62.1,1.074,0.897,52.8,112.6,33.8,54.7,72.6,10,29.6,11,29.6,44.2,31.8,76.2,54.4,5,6.1,15.2,14.2,1.073,0.849,1,76.5,18.6,68.7,-13.5,37.4,41.7,27.9,41.6,71,92.3,10.1,11.8,0.856,0.22,11.1,-3.1,2,3,27.54,116.1,88.6,72.7,0.074,11.66,110.9,99.2,10.56
Toledo,Toledo,MAC,MM,27,7,0,85,8.9,30,60.6,1.178,1.055,56.6,120.2,39.9,54.7,77.3,8.6,21.5,8,22.7,34,26.9,69.9,50,2.9,6.9,14.7,9.8,1.509,0.788,1,72.2,16.3,76.2,-8.9,45.7,52.4,35.4,51.9,74.4,110.7,13.4,13,1.033,0.48,9.8,0.0,82,87,9.12,119.6,110.5,69.6,0.042,-3.25,104.1,107.4,-1.18
Purdue,Purdue,B10,P5,29,5,1,73.3,10.6,25.5,55.2,1.112,0.951,52.4,112.8,33.1,54.2,74.6,6.9,20.9,11,25.2,38.6,38,79.8,58.3,3.7,4.8,15.5,11.1,1.397,0.849,0.818,65.9,13.7,62.7,-10.6,41.7,47.2,31.4,47.2,72.8,99.2,12.3,9.9,1.241,0.16,8.5,-2.6,5,7,24.55,119.4,94.8,64.4,0.032,9.84,110.4,100.6,0.95
St Johns,St. John's,BE,P5,18,15,0,77.3,2.2,29.4,65.4,1.013,0.985,49.4,104.4,33.1,49.3,69.9,5.8,17.7,11.6,25.6,40.1,33,74.2,52.9,3.7,8.2,15.2,14,1.082,0.546,0.286,76.3,16.2,75.2,-2.2,43.4,50.2,34.5,49.2,72,106.8,15.4,14.7,1.047,0.04,11.9,-2.1,98,85,9.46,107.9,98.5,73.5,-0.013,6.76,108.3,101.5,-7.72
Wake Forest,Wake Forest,ACC,P5,19,14,0,76.6,2.8,26.6,57.8,1.065,1.025,54.2,114.9,36.4,54,74.6,9.5,26.2,6.7,24.3,34.2,21.8,74.6,49.4,2.7,6,13.5,12.1,1.113,0.576,0.462,72,16,73.8,-2.8,44.8,51.6,35,51,71.9,108.6,12.5,12.2,1.022,0.09,8.7,-3.4,90,88,8.57,112.1,103.5,69.6,-0.012,4.94,108,103.1,-2.2
Kentucky,Kentucky,SEC,MM,21,11,6,75.1,7,27.5,60,1.086,0.984,51.2,108.4,35.4,50.4,70.3,6.4,18,11.8,24.4,39,37.2,77.8,56.3,3.8,6.5,15.3,11.7,1.314,0.656,0.667,69.1,16.1,68,-7,42.9,48.8,33.1,48.3,74.4,104.9,11.7,11.3,1.036,0.28,10.3,-1.4,26,28,17.8,117.4,99.6,66,-0.014,8.65,109.4,100.7,0.8
UAB,UAB,CUSA,MM,25,9,0,80.5,9.2,28.2,62.7,1.078,0.955,50.8,109.4,36.5,49,73.2,7.4,20.2,11.7,25.6,40.5,34.6,74.9,53.5,4.3,8,14,12.7,1.105,0.727,0.375,74.7,17.6,71.4,-9.2,41.7,47.9,32.9,47,72.3,103,12.2,14.2,0.861,0.24,12.3,-0.4,57,62,12.86,112.7,99.9,70.6,-0.027,0.49,105.3,104.8,-4.44
Auburn,Auburn,SEC,MM,20,12,9,72.7,5.7,25.8,58.6,1.03,0.95,49.6,106.2,31.4,51,70.2,6.5,20.7,9.8,23,36.2,31.3,69.3,50.8,5.1,8,14.2,12.5,1.138,0.625,0.364,70.6,19.2,67.1,-5.7,40.7,45.6,28.8,46.9,70.5,100.2,11.2,13.3,0.838,0.30,13.1,0.6,32,29,17.45,112.7,95.2,67.6,-0.029,9.73,109.5,99.7,3.89
Buffalo,Buffalo,MAC,MM,15,17,0,75.4,-3.6,27.4,62,0.996,1.044,49.5,105.6,31.3,50.9,70.5,6.6,21.1,10,23.9,37.2,30,73.6,51.4,3.1,7.5,13.8,14.2,0.97,0.433,0.8,75.7,19.3,79,3.6,46.3,52.5,35.3,52.3,70.7,111.5,14.6,13.5,1.076,-0.11,10.6,-3.6,193,205,-2.6,104.2,106.8,72.2,0.004,1.02,106.9,105.9,6.01
Princeton,Princeton,Ivy,MM,21,8,15,75,6,26.8,58.7,1.059,0.974,52.6,111,33.8,54,70.9,8.1,23.9,8.2,26.8,38.4,26.3,78.2,53.6,3.3,4.7,13,12,1.09,0.692,0.667,70.8,16,69,-6,42.6,47.9,33,47.1,68.9,101.7,11,10,1.096,-0.01,8.0,-4.0,111,112,5.57,109.1,103.5,67.5,0.024,-2.55,103.4,105.9,-4.83
Kansas,Kansas,B12,P5,27,7,1,74.9,7,27.6,59.4,1.041,0.943,52.4,110.6,34.4,52.9,71.7,7,20.3,8.5,24.8,35.9,26.7,73.9,50.7,3.8,8.8,16.4,12.4,1.331,0.794,0.9,72,16.6,67.9,-7,41.6,47.1,31.2,47.2,72.3,101.7,11.2,14.3,0.782,0.55,12.6,0.2,9,9,23.14,114.6,91.5,69.3,0.106,14.26,111.7,97.5,6.82
Col Charlestn,Charleston,CAA,MM,31,3,12,80.3,13,27.5,63.1,1.101,0.923,51.5,110.2,33.3,52.9,74.3,10,29.9,11.8,25.5,40.4,34.4,76.8,54.2,3.2,7.4,13.5,11.9,1.132,0.909,0.818,73,16.9,67.4,-13,43.1,47.9,30.3,49.1,68,100.8,11.5,13.8,0.839,0.29,10.6,-1.3,51,73,11.76,111.4,99.6,71,0.052,-5.71,102.3,108,-1.96
Santa Clara,Santa Clara,WCC,MM,23,9,0,78,3.7,28.1,61.5,1.058,1.009,52.6,110.6,37.5,50.5,70.3,8.4,22.4,9.2,25.5,38,28.3,77.2,53.1,3.7,6,13.8,12.4,1.115,0.71,0.714,73.7,16.1,74.3,-3.7,43.8,50.8,36.2,48.6,73,107.3,13.8,11.9,1.154,-0.04,9.7,-2.7,84,82,10.13,111.3,101.2,70.1,0.09,4.3,108.7,104.4,1.05
Bowling Grn,Bowling Green,MAC,MM,0,0,0,74.5,-4.7,26.7,60.1,1.024,1.088,50.5,107.4,33.8,50.4,70.8,7.2,21.3,8.9,23.2,35.5,27.2,73.9,50.3,3,6.2,13.2,12.5,1.058,0.31,0.4,72.8,18.1,79.1,4.7,47.3,54.1,36.4,53.8,73,114.4,14.5,11.6,1.249,-0.19,9.2,-3.3,284,281,-9.34,103.7,113,69.7,-0.066,-3.81,104.8,108.7,-5.73
W Illinois,Western Illinois,Sum,MM,16,14,0,70.9,-2.9,25.7,58.1,1.022,1.063,50.1,106.3,31.5,51.8,69.9,6.9,21.8,8.1,21.3,33.1,25.3,74.6,49.1,3.4,5.5,13.3,10.3,1.295,0.482,0.625,69.4,15,73.8,2.9,47.9,53.4,33.9,54.6,71.8,111.9,10.9,11.2,0.977,0.32,8.9,-1.4,,263,-8.08,103.1,111.2,66.7,0.068,-4.74,104.3,109,-3.36
N Carolina,North Carolina,ACC,P5,20,13,0,76.2,5.3,26.2,60.4,1.055,0.982,49.3,107.3,31.3,50.7,74.2,7.1,22.6,9.5,26.9,39.5,28.1,79,53.6,3.8,5.3,11.7,10.8,1.09,0.606,0.444,72.2,16.4,70.9,-5.3,43.4,48.7,33,48.4,70.8,103.1,11.2,10.5,1.064,0.03,9.1,-1.7,46,47,14.66,112.1,97.5,69,-0.072,7.59,109.5,101.9,7.02
Syracuse,Syracuse,ACC,P5,17,15,0,74.1,1.2,27.2,58.8,1.047,1.03,51.5,110,36.2,50.4,74.9,6.2,17.1,8.5,23,34.8,27.8,69.3,49.1,5,7.5,14.3,11.7,1.225,0.531,0.455,70.8,13.3,72.9,-1.2,42.9,51.2,34.3,50.9,70.2,106.6,19.3,12.8,1.51,-0.29,12.5,0.8,126,120,4.46,110.4,105.9,67.5,0.002,2.88,107.5,104.6,-5.81
N Colorado,Northern Colorado,BSky,MM,0,0,0,73.7,-4,26,57.5,1.033,1.089,52.4,111.7,36.4,51,74.8,8.3,22.8,6.4,23.7,33.2,21.1,74.3,48.9,1.7,4.6,11.5,12.2,0.939,0.387,0.5,71.4,18.7,77.7,4,47.5,53.1,33.4,54.5,72.5,112.2,13.9,9.8,1.414,-0.48,6.3,-5.9,,221,-3.53,107.7,111.2,69.6,-0.01,-0.12,106.1,106.2,5.82
Belmont,Belmont,MVC,MM,21,11,0,76.3,3.8,28.1,59.5,1.071,1.017,55.3,115,38.9,53.2,72.5,9.6,24.6,7,23.3,33,23,72.8,48.5,3.1,6.9,15.2,11.6,1.307,0.645,0.667,71.2,15.8,72.5,-3.8,45.1,51.1,35.6,49.8,66.5,106.7,13.2,12.3,1.071,0.24,10.0,-1.6,118,123,4.08,111.5,107.5,68.4,0.025,-1.47,103.9,105.3,0.85
VA Military,VMI,SC,MM,0,0,0,65.7,-12.7,23.7,59,0.957,1.142,47.8,101.4,34.2,45,75.8,8.9,26,8.9,22.4,34.2,26.6,73.7,49.7,1.2,5,10.4,13,0.799,0.138,0.333,68.7,15.2,78.4,12.7,47.5,56.9,37.4,57.7,71.3,118,16.8,9.9,1.706,-0.91,6.2,-6.8,354,354,-19.71,98.4,118.1,66.7,0.005,-2.51,104.6,107.1,-2.51
Arkansas,Arkansas,SEC,MM,20,13,8,74.4,7,27.1,56.9,1.033,0.936,52,110.4,31.7,53.7,69,5.1,16.1,8.7,23.7,35.2,28.9,74.7,51.8,5.2,8.4,13.4,12.9,1.04,0.606,0.375,72,19.1,67.4,-7,42,46.5,30.6,46.9,71.4,102,10.3,14.3,0.721,0.32,13.6,0.7,21,20,18.63,112.6,94,69.7,-0.072,9.9,109.9,100,3.73
Hofstra,Hofstra,CAA,MM,24,9,0,74.1,8.1,28.2,58.7,1.067,0.951,55.2,114.6,36.8,55.2,74.1,8.5,23,6.3,24.4,33.3,20.9,70.8,47.7,4.2,6.2,13.8,10.7,1.295,0.719,0.75,69.4,14.6,66,-8.1,40.5,46.2,30.9,46.1,69.8,98.2,12.4,12.6,0.983,0.31,10.4,-0.3,86,90,8.4,110.3,101.9,67.2,0.032,-3.37,102.9,106.3,6.89
Missouri St,Missouri St.,MVC,MM,17,15,0,65,1.4,23.9,55.4,1,0.979,50.1,103.9,32.8,50.9,62.6,7.8,23.9,9.9,22.2,34.8,31.5,75.7,52.5,4.4,6.2,11.6,12.2,0.955,0.516,0.429,65,15.8,63.7,-1.4,42.9,49.3,32.6,49.5,72.1,105.2,11,11.8,0.932,0.02,10.6,-1.6,142,151,1.31,104.6,103.3,62.2,-0.021,-0.81,103.9,104.7,1.65
Baylor,Baylor,B12,P5,22,10,3,77.2,6.9,25.7,57.6,1.105,1.006,53.1,113.9,37.2,50.8,74.9,9.7,26.1,9.8,20.5,34.5,32.2,70.1,51.7,2.4,6.7,14.5,12.3,1.178,0.688,0.667,69.8,17.4,70.3,-6.9,45.3,51.4,32.2,53.3,70.7,108.8,15.4,13.5,1.136,0.04,9.1,-3.2,15,15,19.98,121.9,101.9,66.6,0.032,12.93,110.8,97.9,1.92
Bryant,Bryant,AE,MM,17,13,0,76.3,0.9,27.1,59.6,1.029,1.016,51.9,110.7,33.2,53.2,73.5,7.8,23.3,8.7,26.3,38.3,27,77.2,52.7,3.3,5.9,12.6,13.5,0.929,0.536,0.5,74.1,17.5,75.4,-0.9,43.3,50,34,49.3,70.5,106.3,14.8,11.4,1.297,-0.37,9.2,-4.3,182,209,-2.84,105,107.8,72,0.004,-4.45,103.2,107.7,1.82
Furman,Furman,SC,MM,27,7,13,80.4,9,28,58.8,1.137,1.01,55.6,117.4,34.4,59.1,73.5,9.4,27.3,8.9,23.8,35.3,28.7,74.3,51.6,3.1,6.4,16.4,11,1.49,0.774,0.556,70.7,17.3,71.4,-9,44.8,50.6,33,51.2,70.8,107.5,11.2,12.7,0.876,0.61,9.5,-1.5,88,89,8.43,114.2,105.8,68.5,0,-4.4,104,108.4,-2.07
UCLA,UCLA,P12,P5,29,5,2,73.9,13.6,27.9,60.9,1.073,0.875,50.9,107.5,34.7,50.4,72.2,6.1,17.7,10.2,22.3,35.8,32,75.2,52.5,3.9,8.4,14.2,10.3,1.384,0.853,0.6,68.9,15.7,60.3,-13.6,40.6,46.8,31.1,46.8,69.7,99.7,11.1,15.9,0.702,0.68,12.3,2.0,3,2,27.63,114.9,87.2,66.3,-0.001,9,109.7,100.7,0.72
S Utah,Southern Utah,WAC,MM,22,12,0,78.4,1.4,26.5,58.6,1.043,1.024,51.7,111.8,34.7,51.5,73.4,7.7,22.1,8.6,24.8,36.3,26.5,77.4,51.4,3.3,6.2,11.5,13.7,0.837,0.6,0.7,75.2,19.4,76.9,-1.4,46,52.5,36.6,51.2,72,111.3,13.7,13.3,1.028,-0.19,9.5,-4.2,113,111,5.64,110.2,104.5,71.9,0.045,3.39,106.3,102.9,5.27
Nicholls St,Nicholls St.,Slnd,MM,16,15,0,72.5,-3.1,27.1,61.3,0.981,1.023,50.3,104.6,33.3,50.5,64.1,7.3,22,8.7,19.9,32.6,26.3,68.3,46.6,2.8,9.3,13,13.3,0.975,0.444,0.546,73.9,21,75.6,3.1,45.6,52.5,36.2,51.4,74,114.4,14.8,17.1,0.868,0.11,12.1,-1.2,,260,-7.81,99.4,107.2,70.5,0.023,-5.79,103.9,109.7,14.13
Murray St,Murray St.,MVC,MM,17,15,0,69.8,-2.8,24.9,56.8,1.01,1.051,49.1,106.1,32.7,49.1,74.1,6.1,18.5,7.8,23.3,34.6,24.9,74.1,50.3,2.5,5.2,12,11,1.088,0.516,0.667,69.1,14.7,72.6,2.8,44.8,51.8,33.4,53.1,72.4,108.7,14.2,10.6,1.341,-0.25,7.7,-3.3,213,226,-4.45,105.7,110.2,66.8,0.095,-0.94,104,105,-1.28
Cornell,Cornell,Ivy,MM,17,11,0,80.4,3,28.8,61.9,1.085,1.044,54.7,114.4,34.4,57.6,71.6,10.2,29.7,8.3,21.4,33.3,26.3,73,49.2,2.1,9.8,16.8,12,1.401,0.577,0.5,74.1,17,77.3,-3,48.5,55.7,36.3,56.6,71.8,116.5,16.7,15.8,1.061,0.34,11.9,-0.1,132,144,1.76,112,110.3,71.3,-0.005,-1.89,103.7,105.6,-4.59
Fla Gulf Cst,Florida Gulf Coast,ASun,MM,17,15,0,70.2,0.5,24.7,56.9,1.025,1.019,51.2,108.7,35.1,50.1,73.7,9,25.5,7.9,23.4,34,25,74.1,49,3.2,6.6,12.5,11.5,1.093,0.516,0.417,68.4,15.6,69.7,-0.5,43.8,50.7,33.4,51,69.4,106.6,12.9,11.5,1.123,-0.03,9.8,-1.7,,188,-1.2,105,106.2,66.3,0.006,-2.82,104.4,107.2,1.24
SE Louisiana,Southeastern Louisiana,Slnd,MM,18,14,0,75.5,-1.3,26.9,60,1.035,1.053,50.9,109.1,36.4,49.1,74.4,7.4,20.5,8.2,22.5,33.9,25.4,71.8,48.4,1.7,7,13.4,12.1,1.114,0.517,0.667,72.9,17.9,76.8,1.3,46.4,54.2,38.2,52.1,69.7,113.7,14.9,14.2,1.051,0.06,8.7,-3.4,,255,-7.04,104.1,111.2,68.8,0.05,-6.83,102.8,109.6,5.83
New Orleans,New Orleans,Slnd,MM,0,0,0,73.2,-6.9,26.3,55.8,0.988,1.08,52.7,111.9,37.9,51.1,70.8,6.1,16.2,8.4,20.8,32.1,28.4,68.4,48.9,2.2,6.6,14.5,17.1,0.848,0.333,0.364,74.1,19.7,80.1,6.9,47.6,54.1,36.2,54.1,74.5,116,13.6,14.7,0.93,-0.08,8.8,-8.3,340,329,-14.84,98.1,112.9,71.4,-0.01,-8.31,102.5,110.8,1.77
San Francisco,San Francisco,WCC,MM,20,14,0,75.8,2.4,25.8,57.8,1.051,1.018,53.6,113.8,36.4,52.6,74.6,10.4,28.5,8.2,23.8,34.2,26.8,75.6,51.4,2.5,6.6,12.6,13.8,0.91,0.576,0.5,72.2,18.7,73.5,-2.4,44,49.9,33.9,49.4,76.8,109.3,11.3,12.5,0.903,0.01,9.1,-4.7,108,100,6.95,110.1,103.2,68.6,0.019,4.05,108.2,104.1,-2.51
Houston,Houston,Amer,MM,31,3,1,75.3,19.4,27.8,59.5,1.134,0.842,53.2,111.7,34.8,53.8,72.1,7.8,22.5,11.4,24.5,38.7,36.9,76.4,55.2,4.8,8.4,14.9,9.9,1.508,0.939,0.75,66.4,16.5,55.9,-19.4,36,42.1,27.5,42.8,68.9,93,10,14.4,0.698,0.81,13.2,3.3,1,1,28.82,118.4,89.6,63.3,0.025,4.21,107.3,103.1,0.63
Illinois,Illinois,B10,P5,20,12,9,74.7,7.7,26.7,59.2,1.044,0.936,51.6,108.7,30.9,55.3,68,7.7,24.8,10.2,25.3,38,31.5,76,53.2,5.7,6.8,12.5,12.8,0.976,0.625,0.286,71.5,16.9,67,-7.7,41.7,46.9,33.6,45.3,70.2,100.4,10.9,13.1,0.835,0.14,12.5,-0.3,34,33,16.48,112.2,95.7,69.4,-0.045,8.48,109.1,100.6,-6.02
SE Missouri,Southeast Missouri St.,OVC,MM,19,16,0,77.2,-0.5,26.3,60.6,1.01,1.016,50,107.9,33.3,50,71.8,8,24.1,7.6,23.9,34.4,22.7,73.4,48.2,3.2,6.7,13.4,13,1.033,0.515,0.4,76.5,21.5,77.7,0.5,45.3,51.6,35.3,50.8,69,110.4,13.4,14.3,0.938,0.10,9.9,-3.1,,257,-7.21,100.9,108.1,72.5,0.026,-7.61,101.4,109,1.04
U Mass,UMass Lowell,AE,MM,26,8,0,69.8,-1.6,25,60.3,0.96,0.983,46.4,100.4,32.8,45.2,71.6,5.9,17.9,11,23.9,38.4,32.6,75.3,52.6,3.8,6.8,13.6,14.3,0.955,0.484,0.5,72.6,17.5,71.4,1.6,43.4,50.2,33.1,50.5,71.3,107,14.9,13.6,1.095,-0.14,10.6,-3.7,119,138,2.64,107.8,105.1,68.9,0.011,-10.23,98.8,109,-12.66
Colgate,Colgate,Pat,MM,26,8,15,78.2,8.9,29.7,57.7,1.13,1.001,58.6,119.7,40.9,57.1,65.9,8.2,20.1,6.5,24.4,33.7,22.8,77.6,51.8,2.8,6.9,18.3,10.2,1.801,0.758,0.444,69.2,12.6,69.2,-8.9,45.4,51.8,34.9,51.5,69,107.3,14.4,12,1.2,0.60,9.7,-0.5,101,114,5.29,113,107.7,67.9,0.004,-7.69,100.7,108.4,-1.17
Memphis,Memphis,Amer,MM,26,8,8,79.9,7.8,28.8,60.2,1.059,0.955,53.1,113.6,35.3,53.1,74.8,6.2,17.4,8.6,23.5,35.8,28.6,70.4,50.6,4.6,8.8,15.9,13.6,1.17,0.758,0.546,75.5,18.4,72.2,-7.8,40.5,47.1,31,47.6,74.1,103,13.5,15.5,0.873,0.30,13.4,-0.2,23,19,18.69,114.7,96,71.8,-0.037,7.22,108.5,101.3,6.59
Montana St,Montana St.,BSky,MM,25,9,14,71,4.1,23.9,52.3,1.03,0.971,50.9,112.1,32,52.4,76.3,5.6,17.4,6.8,21.9,31.9,23.9,76.9,50.5,3.1,6.4,11.8,11.9,0.995,0.719,0.7,68.9,18.7,66.9,-4.1,43.5,49.5,34.9,48,74,107.2,9.1,13.5,0.672,0.32,9.5,-2.4,103,110,5.75,105.4,99.6,66.5,0.082,-1.09,106.3,107.4,4.47
E Kentucky,Eastern Kentucky,ASun,MM,20,13,0,71.8,-0.4,27,64.4,0.991,0.996,47.6,99.7,31.5,47.8,65.1,7.4,23.5,11.6,24.1,39.3,31.8,71.9,51,4.9,7.1,13.5,12.1,1.11,0.567,0.733,72.4,15.9,72.2,0.4,42.7,49.5,34,48.5,73.7,105.1,14.3,13,1.097,0.01,12.0,-0.1,,169,-0.05,103.4,103.4,70.2,0.072,-1.14,105.1,106.2,2.78
E Washingtn,Eastern Washington,BSky,MM,22,10,0,75.4,3.4,26.7,54.9,1.078,1.029,56.5,119,35.7,58.8,75.3,8.6,24.1,7.5,24.8,35.2,26.8,76.2,53,2.9,4.8,14.9,13.7,1.09,0.677,0.625,69.9,17.6,71.9,-3.4,42.8,49.9,32.5,50.7,75.7,107.1,12.5,10.9,1.142,-0.05,7.7,-6.0,,122,4.08,111.5,107.5,68.5,0.064,-1.62,104.7,106.4,1.97
Iona,Iona,MAAC,MM,27,7,13,76.4,11.4,28.1,61.1,1.086,0.924,51.8,109.8,36,50.8,73.1,7.1,19.6,10.3,23.1,35.7,32.2,71.7,50.8,5.5,7.5,15,10.6,1.423,0.794,0.25,70.4,16.3,65,-11.4,40.9,45.9,29.2,47,70.2,99,11.8,14.4,0.819,0.60,13.0,2.4,58,74,11.71,110.9,99.1,68.9,-0.006,-3.8,102.6,106.4,4.29
Weber State,Weber St.,BSky,MM,18,15,0,66.3,-1.6,23.3,52,0.977,1.001,50.8,109.8,32.8,51.8,76.2,6.4,19.5,5.2,22.8,31.1,17.9,78.4,49.5,1.4,6,10.4,12.8,0.816,0.516,0.667,67.8,17.7,67.9,1.6,45.2,52.8,36.8,51.1,70.5,111.1,14,12.8,1.093,-0.28,7.4,-5.4,187,191,-1.35,100.5,101.8,65.2,0.064,0.19,106.3,106.1,5.48
Connecticut,Connecticut,BE,P5,25,8,4,78.5,13.4,27.6,60,1.114,0.923,53.5,113.7,35.7,53.4,75.4,9,25.2,11.8,24.2,39,38,77.6,56.6,4.9,6.5,17.3,12.9,1.335,0.758,0,70.4,18.1,65,-13.4,41,45.5,30,45.8,73.6,101,9.2,13.3,0.689,0.65,11.4,-1.5,8,4,25.37,119.4,94.1,66.7,-0.061,8.51,109.1,100.6,-1.39
Wright State,Wright St.,Horz,MM,18,15,0,78.3,3.5,30.5,62.7,1.044,0.997,53.5,112.1,35.1,53.9,74.5,6.2,17.6,7.6,25.6,36.4,24,75.1,50.8,2.9,6,14.6,12.7,1.152,0.516,0.333,75,15.8,74.7,-3.5,44.2,50.3,32.6,51.2,67.5,105.5,11.4,12.7,0.898,0.25,8.9,-3.8,195,193,-1.47,104.4,105.9,71.3,-0.081,-5.75,103.2,108.9,-1.63
Cleveland St,Cleveland St.,Horz,MM,21,13,0,71.6,3,27.2,59.9,1.035,0.991,49.5,104.7,30.8,50.7,68.5,4.9,15.9,11,21.7,35.6,34.2,66.8,50.1,3.4,6.9,13.1,11.8,1.117,0.625,0.636,69.2,16.8,68.6,-3,42.3,48.2,31.5,48.8,73.5,103.8,12.3,13.9,0.887,0.23,10.3,-1.5,171,179,-0.78,104.4,105.1,66,0.029,-4.99,103.3,108.3,0.37
Saint Louis,Saint Louis,A10,MM,21,12,0,74.9,3.2,27.7,59.7,1.052,1.007,52.1,110.2,35.3,51.8,72.7,6.8,19.4,8.9,25.9,37.7,28.4,75.5,52.7,4,5,16.2,12.1,1.345,0.625,0.636,71.2,17.1,71.7,-3.2,41.8,48.3,34,46.6,72.1,104,13.3,10.7,1.239,0.11,9.0,-3.1,99,96,7.45,111.7,104.2,69.3,0.027,2.49,105.3,102.8,4.31
Miami (FL),Miami FL,ACC,P5,25,7,5,79.4,7.3,29,59.6,1.123,1.02,55,116.6,36.8,54.9,77.6,7.6,20.7,9,22.9,34.6,30.2,73.4,52,3.3,7.3,14.9,11.3,1.32,0.781,0.636,70.7,14.4,72.1,-7.3,45,51.3,33.6,51.8,74.5,108.1,14.3,12.6,1.142,0.18,10.6,-0.7,35,40,14.91,118.2,103.3,68.9,0.017,4.75,108,103.2,-2.77
Vermont,Vermont,AE,MM,23,10,15,72.2,5.4,26.2,55.6,1.075,0.994,54.9,114.4,36.2,55.5,70.3,8.7,24,5.3,23.4,31.1,17.8,78.9,48.7,3,5.6,13.7,9.3,1.462,0.688,0.667,67.1,14.9,66.7,-5.4,44.5,50.7,34.6,50,72.4,107.3,11,11.2,0.986,0.48,8.6,-0.7,109,113,5.42,109.8,104.4,64.6,0.051,-3.68,103.4,107,5.86
Davidson,Davidson,A10,MM,16,16,0,69.3,0.5,24.6,55.5,1.022,1.014,50.1,108,32,51.3,75,6.5,20.3,6.9,22.6,32.3,22.2,73.1,48.7,1.3,5.3,13.1,10.7,1.216,0.484,0.357,67.8,15,68.8,-0.5,44.7,50.8,33,51.5,70.6,106.8,12.6,11.5,1.096,0.12,6.6,-4.1,145,140,2.48,107.4,104.9,65.1,-0.034,1.2,105.1,103.9,-1.4
